timestamp,outdoor_temperature_C,indoor_temperature_C
2016-01-19 12:00:00,-13.42,9.913076137652496
2016-01-19 13:00:00,-13.32,9.828277456313465
2016-01-19 14:00:00,-13.35,9.738688431997764
2016-01-19 15:00:00,-13.51,9.620664019021179
2016-01-19 16:00:00,-14.59,9.467500702861912
2016-01-19 17:00:00,-16.33,9.294136792044375
2016-01-19 18:00:00,-17.44,9.116218356437589
2016-01-19 19:00:00,-18.18,8.935815301673923
2016-01-19 20:00:00,-19.01,8.752455930589694
2016-01-19 21:00:00,-20.02,8.56517903451012
2016-01-19 22:00:00,-21.06,8.373854721498235
2016-01-19 23:00:00,-22.15,8.17824454115368
2016-01-20 00:00:00,-23.31,7.978002445354435
2016-01-20 01:00:00,-24.39,7.773608258549145
2016-01-20 02:00:00,-25.23,7.566415222793008
2016-01-20 03:00:00,-26.06,7.356502961885364
2016-01-20 04:00:00,-26.94,7.143621270936659
2016-01-20 05:00:00,-27.75,6.928180407406599
2016-01-20 06:00:00,-28.5,6.710532143975739
2016-01-20 07:00:00,-28.74,6.513337434454656
2016-01-20 08:00:00,-27.63,6.380671678418311
2016-01-20 09:00:00,-24.34,6.325830566952883
2016-01-20 10:00:00,-20.43,6.333801383749752
2016-01-20 11:00:00,-16.95,6.377640349719302
2016-01-20 12:00:00,-15.27,6.447258392069684
2016-01-20 13:00:00,-13.52,6.4865061195670055
2016-01-20 14:00:00,-12.64,6.494418807707987
2016-01-20 15:00:00,-13.16,6.44351834525783
2016-01-20 16:00:00,-15.04,6.3250956854836025
2016-01-20 17:00:00,-16.72,6.177402733860543
2016-01-20 18:00:00,-18.12,6.023337303524649
2016-01-20 19:00:00,-19.04,5.865588783023853
2016-01-20 20:00:00,-19.43,5.707097029849401
2016-01-20 21:00:00,-20.17,5.545948731496544
2016-01-20 22:00:00,-21.35,5.379753822236447
2016-01-20 23:00:00,-22.57,5.208337548532481
2016-01-21 00:00:00,-23.43,5.033720863540783
2016-01-21 01:00:00,-24.19,4.856480630913065
2016-01-21 02:00:00,-25.12,4.675707550976836
2016-01-21 03:00:00,-26.18,4.490719787368683
2016-01-21 04:00:00,-27.21,4.301719202022878
2016-01-21 05:00:00,-28.09,4.10956411843431
2016-01-21 06:00:00,-28.96,3.914337307896393
2016-01-21 07:00:00,-29.29,3.7387389213078386
2016-01-21 08:00:00,-27.77,3.6294953734756787
2016-01-21 09:00:00,-23.62,3.612030637019407
2016-01-21 10:00:00,-19.83,3.634051692814599
2016-01-21 11:00:00,-15.81,3.724456305103357
2016-01-21 12:00:00,-11.71,3.8101306441993916
2016-01-21 13:00:00,-10.81,3.892073920709516
2016-01-21 14:00:00,-10.91,3.9228074504318866
2016-01-21 15:00:00,-11.64,3.8885204591863416
2016-01-21 16:00:00,-13.68,3.795461575233039
2016-01-21 17:00:00,-15.78,3.6753121464141447
2016-01-21 18:00:00,-17.07,3.549149872907285
2016-01-21 19:00:00,-17.93,3.419386690485828
2016-01-21 20:00:00,-19.06,3.284573409087403
2016-01-21 21:00:00,-20.26,3.1443707440354016
2016-01-21 22:00:00,-21.43,2.9989909533517993
2016-01-21 23:00:00,-22.49,2.849083248601371
2016-01-22 00:00:00,-23.52,2.6948522638054815
2016-01-22 01:00:00,-24.6,2.5360619899506456
2016-01-22 02:00:00,-25.76,2.372313944692335
2016-01-22 03:00:00,-26.83,2.204145690305488
2016-01-22 04:00:00,-27.83,2.031980323635922
2016-01-22 05:00:00,-28.75,1.8562920511280656
2016-01-22 06:00:00,-29.58,1.6776057365053196
2016-01-22 07:00:00,-29.84,1.5180832492688143
2016-01-22 08:00:00,-28.09,1.4234489275310198
2016-01-22 09:00:00,-23.39,1.4161096338411627
2016-01-22 10:00:00,-19.49,1.479211610383279
2016-01-22 11:00:00,-14.95,1.580619157617066
